Age,Loan_Amount,Income_Level,Income_Source,Default_Status
34.0,12580.0,Medium,Salary,Default
31.0,38967.0,High,Salary,Paid
26.0,12159.0,High,Salary,Paid
57.0,23900.0,Medium,Small Business,Paid
19.0,21440.0,Low,Daily Wage,Paid
62.0,24678.0,Medium,Daily Wage,Paid
42.0,22021.0,Medium,Daily Wage,Paid
,16772.0,Low,Daily Wage,Default
26.0,11627.0,Low,Daily Wage,Paid
39.0,18219.0,Low,Salary,Paid
60.0,33464.0,Medium,Daily Wage,Paid
63.0,40232.0,Low,Pension,Paid
21.0,18488.0,High,Daily Wage,Paid
43.0,44949.0,Low,Daily Wage,Paid
46.0,49932.0,Low,Daily Wage,Paid
62.0,28981.0,Medium,Small Business,Paid
51.0,10901.0,Medium,Salary,Paid
40.0,32444.0,Low,Small Business,Paid
54.0,28061.0,Low,Small Business,Paid
28.0,12881.0,Low,Pension,Paid
23.0,39863.0,Low,Small Business,Default
35.0,15622.0,Low,Daily Wage,Default
38.0,11378.0,High,Small Business,Paid
59.0,27632.0,Medium,Pension,Paid
53.0,38311.0,Medium,Commission,Default
58.0,15650.0,Low,Daily Wage,Paid
55.0,17036.0,Low,Salary,Paid
51.0,49255.0,Low,Daily Wage,Paid
34.0,32499.0,Medium,Daily Wage,Paid
54.0,47016.0,Medium,Salary,Paid
42.0,,Low,Commission,Paid
55.0,37773.0,Medium,Salary,Default
29.0,29937.0,Medium,Small Business,Paid
40.0,22632.0,Low,Daily Wage,Paid
59.0,40607.0,Low,Daily Wage,Paid
39.0,36337.0,Medium,Salary,Paid
38.0,10220.0,Medium,Salary,Paid
44.0,14818.0,Low,Small Business,Default
48.0,17349.0,Low,Daily Wage,Paid
23.0,15618.0,Medium,Salary,Paid
44.0,37464.0,Low,Salary,Paid
57.0,47344.0,Medium,Daily Wage,Paid
51.0,28255.0,Medium,Pension,Paid
29.0,34299.0,Low,Salary,Default
62.0,11462.0,Low,Salary,Paid
24.0,25905.0,Medium,Small Business,Paid
27.0,34920.0,Low,Daily Wage,Paid
62.0,26252.0,Low,Small Business,Paid
34.0,44836.0,Medium,Daily Wage,Default
43.0,15753.0,Low,Daily Wage,Paid
38.0,24175.0,Medium,Commission,Paid
45.0,16191.0,Low,Small Business,Default
63.0,27898.0,Medium,Salary,Paid
19.0,28982.0,Low,Salary,Paid
60.0,24622.0,High,Pension,Paid
18.0,11001.0,Medium,Daily Wage,Paid
53.0,33283.0,Low,Daily Wage,Paid
43.0,31435.0,Medium,Salary,Paid
46.0,37223.0,Low,Daily Wage,Paid
38.0,47244.0,Medium,Daily Wage,Paid
28.0,40024.0,High,Small Business,Paid
57.0,40734.0,Medium,Daily Wage,Paid
28.0,10515.0,Low,Small Business,Paid
53.0,11191.0,Medium,Salary,Paid
56.0,42264.0,Low,Salary,Paid
57.0,16297.0,Medium,Salary,Paid
52.0,37856.0,Medium,Salary,Default
51.0,18334.0,Low,Daily Wage,Default
64.0,34162.0,Low,Daily Wage,Paid
41.0,16008.0,Medium,Small Business,Paid
39.0,17987.0,Medium,Daily Wage,Paid
22.0,40966.0,Low,Daily Wage,Default
50.0,13332.0,Low,Commission,Paid
53.0,10787.0,Medium,Commission,Paid
64.0,48990.0,Low,Salary,Default
37.0,19873.0,Low,Daily Wage,Paid
36.0,27006.0,Low,Salary,Paid
52.0,30225.0,Low,Small Business,Paid
60.0,46444.0,Medium,Daily Wage,Paid
34.0,45340.0,High,Daily Wage,Paid
62.0,49683.0,Medium,Small Business,Default
60.0,15033.0,Low,Pension,Paid
51.0,17788.0,Medium,Small Business,Default
26.0,25689.0,Medium,Daily Wage,Paid
43.0,31598.0,Low,Salary,Paid
19.0,47480.0,High,Salary,Paid
26.0,39703.0,Medium,Daily Wage,Paid
26.0,10066.0,High,Daily Wage,Default
57.0,17533.0,Medium,Daily Wage,Paid
34.0,25103.0,Medium,Salary,Paid
18.0,14616.0,Low,Salary,Default
42.0,48498.0,Medium,Small Business,Paid
60.0,21772.0,Low,Small Business,Paid
57.0,33849.0,High,Pension,Paid
59.0,22940.0,Medium,Small Business,Default
42.0,26932.0,High,Daily Wage,Paid
56.0,39769.0,Medium,Daily Wage,Paid
52.0,34648.0,High,Salary,Paid
20.0,42966.0,Low,Daily Wage,Default
54.0,37777.0,Medium,Pension,Paid
61.0,42567.0,Medium,Daily Wage,Paid
61.0,27174.0,Medium,Daily Wage,Paid
47.0,23798.0,Medium,Salary,Paid
55.0,27558.0,Low,Salary,Default
51.0,10178.0,Low,Salary,Paid
29.0,30470.0,High,Salary,Paid
36.0,27118.0,Medium,Daily Wage,Default
54.0,32616.0,Low,Daily Wage,Default
61.0,10798.0,Medium,Pension,Paid
34.0,17601.0,High,Daily Wage,Default
27.0,35363.0,Low,Daily Wage,Default
64.0,12795.0,High,Salary,Paid
29.0,41926.0,High,Daily Wage,Paid
33.0,47356.0,High,Salary,Paid
41.0,17297.0,High,Salary,Paid
36.0,13084.0,Medium,Small Business,Paid
25.0,40329.0,Low,Salary,Default
48.0,21110.0,Low,Daily Wage,Default
38.0,10731.0,Low,Salary,Paid
34.0,11129.0,Medium,Daily Wage,Paid
40.0,38022.0,Low,Daily Wage,Paid
54.0,11605.0,Low,Salary,Default
33.0,21970.0,Low,Daily Wage,Paid
23.0,39265.0,Low,Salary,Paid
25.0,42330.0,High,Salary,Paid
42.0,12933.0,Low,Small Business,Default
35.0,25187.0,Medium,Small Business,Paid
42.0,35791.0,Medium,Daily Wage,Paid
29.0,34900.0,Low,Salary,Paid
32.0,15074.0,High,Daily Wage,Paid
43.0,36426.0,Medium,Salary,Paid
58.0,49867.0,Low,Daily Wage,Default
62.0,10893.0,Low,Daily Wage,Paid
43.0,44158.0,Low,Salary,Default
64.0,29773.0,Low,Salary,Paid
49.0,14239.0,Low,Salary,Paid
27.0,30863.0,Medium,Salary,Paid
33.0,13432.0,High,Salary,Paid
24.0,45139.0,Medium,Salary,Default
34.0,11515.0,Low,Salary,Default
40.0,41670.0,Low,Daily Wage,Default
43.0,49094.0,Medium,Salary,Default
38.0,24605.0,Low,Salary,Paid
39.0,15586.0,Low,Daily Wage,Default
24.0,45685.0,High,Daily Wage,Paid
31.0,41186.0,Low,Daily Wage,Paid
32.0,36928.0,High,Salary,Paid
24.0,42728.0,Low,Small Business,Paid
26.0,27551.0,High,Daily Wage,Paid
25.0,31493.0,Medium,Salary,Default
40.0,30711.0,Medium,Pension,Paid
46.0,30039.0,Low,Daily Wage,Paid
35.0,46561.0,High,Daily Wage,Paid
48.0,19947.0,High,Daily Wage,Paid
47.0,42335.0,Medium,Salary,Paid
56.0,25859.0,Medium,Salary,Paid
52.0,33122.0,Medium,Salary,Paid
35.0,11577.0,Low,Commission,Paid
59.0,38350.0,Medium,Salary,Default
56.0,43798.0,High,Daily Wage,Paid
34.0,41898.0,Low,Salary,Paid
31.0,25881.0,Low,Daily Wage,Paid
48.0,20785.0,Medium,Salary,Paid
41.0,16691.0,Medium,Daily Wage,Paid
52.0,27297.0,Low,Salary,Paid
61.0,16358.0,Low,Daily Wage,Default
62.0,29581.0,Low,Small Business,Paid
51.0,11462.0,Medium,Daily Wage,Default
20.0,25511.0,Low,Salary,Default
54.0,20570.0,Medium,Daily Wage,Default
60.0,25474.0,Low,Pension,Paid
57.0,17037.0,Medium,Small Business,Paid
43.0,38129.0,High,Daily Wage,Paid
40.0,23386.0,Low,Pension,Paid
61.0,16221.0,Low,Salary,Paid
56.0,33474.0,High,Salary,Paid
32.0,31045.0,Low,Salary,Paid
21.0,35783.0,Low,Daily Wage,Paid
46.0,14922.0,High,Commission,Paid
39.0,32706.0,High,Daily Wage,Paid
42.0,42479.0,Medium,Daily Wage,Paid
30.0,15178.0,Low,Small Business,Default
35.0,40022.0,Low,Salary,Paid
50.0,25240.0,Low,Daily Wage,Default
33.0,36220.0,Medium,Daily Wage,Paid
62.0,46736.0,Medium,Salary,Paid
59.0,12716.0,High,Daily Wage,Paid
61.0,26574.0,Low,Pension,Paid
19.0,27719.0,Medium,Salary,Paid
52.0,18181.0,Low,Daily Wage,Paid
59.0,30213.0,Low,Salary,Default
51.0,16380.0,Medium,Salary,Paid
47.0,10615.0,Low,Salary,Paid
30.0,10463.0,Medium,Small Business,Paid
30.0,41973.0,Medium,Commission,Default
35.0,19158.0,High,Salary,Paid
49.0,30651.0,Medium,Salary,Default
49.0,13158.0,High,Daily Wage,Paid
52.0,30008.0,Medium,Salary,Paid
56.0,14938.0,Low,Salary,Default
63.0,48185.0,Medium,Salary,Paid
46.0,32388.0,Medium,Daily Wage,Paid
46.0,18881.0,Medium,Small Business,Paid
61.0,15603.0,Medium,Daily Wage,Default
33.0,44980.0,Low,Salary,Paid
61.0,32504.0,Low,Small Business,Default
64.0,26766.0,Low,Salary,Paid
27.0,38386.0,Medium,Salary,Paid
47.0,21695.0,Medium,Salary,Default
42.0,27796.0,Medium,Daily Wage,Paid
56.0,24559.0,Low,Small Business,Paid
37.0,48914.0,Low,Daily Wage,Default
22.0,43139.0,Medium,Salary,Paid
18.0,48333.0,Medium,Daily Wage,Paid
47.0,18802.0,Medium,Small Business,Paid
20.0,18307.0,Medium,Salary,Paid
62.0,43214.0,Low,Salary,Paid
31.0,44159.0,Medium,Salary,Default
47.0,21516.0,High,Small Business,Paid
21.0,39086.0,Medium,Daily Wage,Paid
35.0,40480.0,Medium,Salary,Paid
54.0,48737.0,Medium,Salary,Paid
,19265.0,Medium,Daily Wage,Paid
18.0,15454.0,Medium,Daily Wage,Paid
63.0,45918.0,Medium,Daily Wage,Default
32.0,36181.0,Medium,Daily Wage,Paid
26.0,25386.0,Low,Salary,Default
32.0,49182.0,High,Daily Wage,Paid
41.0,47425.0,Medium,Salary,Default
21.0,34327.0,Low,Daily Wage,Paid
29.0,31181.0,Medium,Daily Wage,Paid
54.0,31452.0,Low,Pension,Default
54.0,48248.0,Low,Salary,Paid
60.0,43751.0,Low,Daily Wage,Paid
23.0,31991.0,Medium,Salary,Paid
56.0,19916.0,High,Daily Wage,Paid
63.0,20143.0,Medium,Daily Wage,Paid
41.0,35855.0,Medium,Daily Wage,Paid
28.0,25581.0,Medium,Commission,Paid
30.0,11907.0,Low,Salary,Paid
51.0,39424.0,Low,Small Business,Paid
42.0,33308.0,Medium,Commission,Paid
24.0,46942.0,High,Pension,Paid
21.0,36957.0,Medium,Salary,Paid
25.0,35464.0,Medium,Salary,Paid
37.0,33649.0,High,Daily Wage,Paid
46.0,37125.0,Low,Daily Wage,Paid
62.0,44758.0,Medium,Salary,Paid
63.0,15596.0,Medium,Salary,Paid
27.0,26374.0,Medium,Commission,Paid
60.0,13775.0,Low,Salary,Default
51.0,37388.0,Medium,Salary,Paid
43.0,31029.0,Medium,Salary,Paid
58.0,28445.0,Low,Daily Wage,Paid
,24645.0,Medium,Salary,Paid
23.0,41105.0,Low,Salary,Paid
22.0,23668.0,High,Salary,Paid
22.0,25960.0,Medium,Salary,Paid
64.0,21357.0,High,Daily Wage,Paid
40.0,47203.0,Low,Salary,Paid
26.0,25804.0,Low,Salary,Paid
52.0,24626.0,Low,Salary,Paid
37.0,38132.0,Low,Salary,Default
59.0,17951.0,Low,Daily Wage,Paid
52.0,16449.0,Medium,Daily Wage,Paid
35.0,29065.0,Low,Daily Wage,Default
34.0,45967.0,Medium,Salary,Default
41.0,49536.0,Low,Salary,Paid
20.0,19130.0,Medium,Small Business,Paid
49.0,33824.0,Medium,Daily Wage,Paid
52.0,46993.0,Medium,Daily Wage,Paid
55.0,41875.0,High,Salary,Paid
30.0,16054.0,Low,Salary,Paid
64.0,44273.0,Medium,Salary,Paid
42.0,20832.0,Medium,Small Business,Paid
26.0,39670.0,Medium,Small Business,Paid
21.0,32852.0,Medium,Daily Wage,Paid
31.0,33620.0,Medium,Pension,Paid
54.0,38307.0,Medium,Daily Wage,Paid
51.0,11551.0,Medium,Salary,Paid
28.0,37812.0,High,Salary,Paid
58.0,23799.0,High,Salary,Paid
20.0,36312.0,Low,Daily Wage,Paid
45.0,49620.0,Low,Daily Wage,Paid
46.0,11449.0,High,Salary,Paid
26.0,34426.0,High,Daily Wage,Paid
20.0,45427.0,Low,Daily Wage,Paid
42.0,41551.0,Low,Salary,Paid
51.0,34277.0,High,Salary,Paid
29.0,45489.0,Medium,Salary,Paid
59.0,19637.0,Low,Daily Wage,Default
,45693.0,Medium,Small Business,Default
32.0,19824.0,High,Daily Wage,Paid
57.0,,High,Small Business,Paid
42.0,33488.0,Medium,Salary,Paid
22.0,49008.0,Medium,Salary,Paid
28.0,10215.0,Low,Small Business,Default
51.0,21523.0,High,Daily Wage,Default
41.0,20364.0,Low,Daily Wage,Default
32.0,13153.0,High,Salary,Paid
55.0,33834.0,Low,Daily Wage,Default
25.0,,High,Salary,Paid
22.0,44335.0,Low,Daily Wage,Paid
43.0,20400.0,Medium,Small Business,Paid
35.0,20345.0,Low,Salary,Paid
23.0,43896.0,Medium,Daily Wage,Paid
54.0,29894.0,High,Small Business,Paid
30.0,38899.0,Medium,Daily Wage,Paid
45.0,38229.0,Medium,Daily Wage,Paid
22.0,15583.0,Low,Salary,Paid
30.0,14897.0,High,Salary,Paid
34.0,16001.0,Medium,Salary,Paid
57.0,14567.0,Medium,Salary,Paid
62.0,19271.0,Medium,Daily Wage,Paid
49.0,21703.0,Medium,Commission,Paid
46.0,23329.0,Medium,Salary,Paid
20.0,45509.0,Medium,Daily Wage,Default
57.0,16256.0,Medium,Salary,Paid
51.0,10228.0,High,Salary,Paid
57.0,34746.0,High,Daily Wage,Paid
44.0,26678.0,Low,Daily Wage,Default
30.0,47052.0,Low,Daily Wage,Default
62.0,33185.0,Low,Small Business,Default
50.0,43686.0,Low,Salary,Paid
23.0,21445.0,Medium,Daily Wage,Paid
41.0,43266.0,High,Daily Wage,Paid
36.0,12809.0,Low,Salary,Paid
33.0,47729.0,Medium,Salary,Default
57.0,46547.0,High,Salary,Paid
45.0,44886.0,High,Commission,Paid
50.0,16391.0,Medium,Salary,Paid
58.0,10145.0,Medium,Salary,Paid
30.0,23929.0,Medium,Salary,Paid
60.0,34326.0,Low,Small Business,Paid
62.0,39991.0,Low,Daily Wage,Paid
42.0,47333.0,Low,Daily Wage,Default
59.0,26576.0,Low,Salary,Default
53.0,49405.0,High,Daily Wage,Paid
44.0,38464.0,Medium,Daily Wage,Paid
55.0,18243.0,Medium,Salary,Default
24.0,41601.0,Medium,Daily Wage,Paid
22.0,12410.0,Low,Daily Wage,Paid
60.0,11820.0,Medium,Salary,Paid
62.0,45289.0,High,Salary,Paid
48.0,48650.0,Low,Daily Wage,Paid
40.0,44635.0,Low,Pension,Default
59.0,17465.0,Medium,Daily Wage,Paid
27.0,42439.0,Medium,Salary,Paid
49.0,37314.0,Medium,Daily Wage,Paid
60.0,29583.0,Medium,Salary,Default
47.0,37155.0,Medium,Daily Wage,Paid
56.0,48871.0,Low,Daily Wage,Paid
48.0,22197.0,Low,Daily Wage,Paid
35.0,39511.0,Medium,Salary,Paid
53.0,25424.0,High,Salary,Default
19.0,10240.0,High,Daily Wage,Paid
31.0,14631.0,High,Commission,Paid
30.0,19599.0,Medium,Daily Wage,Paid
46.0,34658.0,Medium,Salary,Paid
29.0,47845.0,Medium,Daily Wage,Paid
56.0,42574.0,High,Salary,Paid
19.0,46536.0,Low,Small Business,Paid
49.0,17995.0,Medium,Salary,Paid
30.0,35186.0,Medium,Daily Wage,Paid
63.0,39245.0,Medium,Daily Wage,Paid
44.0,32813.0,Low,Small Business,Default
58.0,23276.0,Medium,Daily Wage,Paid
34.0,29989.0,Medium,Salary,Paid
57.0,22746.0,Medium,Daily Wage,Paid
48.0,28557.0,Medium,Daily Wage,Paid
51.0,38060.0,Low,Daily Wage,Paid
41.0,16568.0,High,Small Business,Paid
62.0,45369.0,Medium,Salary,Default
52.0,29041.0,Medium,Salary,Default
,16080.0,Low,Daily Wage,Paid
36.0,23854.0,Low,Salary,Paid
47.0,12159.0,Medium,Salary,Paid
24.0,37025.0,Medium,Salary,Paid
27.0,14368.0,Medium,Daily Wage,Paid
58.0,44085.0,Low,Commission,Paid
49.0,37094.0,High,Salary,Paid
51.0,11230.0,Medium,Pension,Paid
45.0,27517.0,Low,Daily Wage,Default
32.0,33991.0,Medium,Daily Wage,Default
47.0,11301.0,High,Daily Wage,Paid
54.0,38610.0,Medium,Small Business,Default
46.0,25927.0,Low,Daily Wage,Paid
,44678.0,Medium,Small Business,Paid
21.0,34466.0,Low,Small Business,Default
37.0,24904.0,Low,Salary,Paid
49.0,36081.0,Low,Salary,Paid
53.0,34354.0,Medium,Salary,Paid
21.0,37761.0,Low,Salary,Paid
44.0,28300.0,High,Salary,Paid
34.0,39491.0,Low,Salary,Default
29.0,45525.0,Low,Small Business,Paid
39.0,36532.0,Medium,Daily Wage,Default
34.0,16464.0,Low,Pension,Paid
27.0,26562.0,Medium,Daily Wage,Paid
18.0,18683.0,Low,Daily Wage,Paid
39.0,42634.0,Low,Daily Wage,Paid
43.0,10060.0,Low,Daily Wage,Paid
35.0,19269.0,Medium,Small Business,Default
31.0,33065.0,Low,Pension,Paid
64.0,12895.0,Medium,Small Business,Paid
46.0,25323.0,Medium,Commission,Paid
29.0,22352.0,Medium,Daily Wage,Paid
53.0,48591.0,Medium,Daily Wage,Paid
52.0,40890.0,Medium,Salary,Paid
29.0,42016.0,High,Small Business,Paid
24.0,21962.0,Low,Daily Wage,Default
46.0,43302.0,Low,Commission,Paid
,29846.0,Low,Salary,Paid
50.0,14011.0,Low,Commission,Paid
23.0,29782.0,Low,Salary,Paid
64.0,12155.0,Medium,Salary,Paid
32.0,49725.0,Medium,Small Business,Paid
49.0,19196.0,High,Small Business,Paid
28.0,31709.0,Low,Daily Wage,Paid
,23327.0,Low,Pension,Paid
43.0,45474.0,High,Small Business,Paid
51.0,42769.0,High,Daily Wage,Paid
63.0,34700.0,Medium,Daily Wage,Paid
51.0,24820.0,Medium,Salary,Default
46.0,20891.0,High,Salary,Paid
21.0,44629.0,Medium,Salary,Paid
34.0,15269.0,Low,Daily Wage,Paid
52.0,18320.0,High,Salary,Paid
30.0,20740.0,Medium,Salary,Paid
58.0,45897.0,Low,Daily Wage,Default
56.0,40930.0,Medium,Salary,Paid
32.0,27285.0,Medium,Daily Wage,Paid
46.0,24380.0,High,Daily Wage,Paid
46.0,21360.0,Low,Salary,Paid
28.0,15398.0,High,Commission,Paid
49.0,15529.0,Medium,Daily Wage,Default
19.0,39062.0,Medium,Salary,Paid
64.0,46686.0,Low,Daily Wage,Paid
31.0,27451.0,Medium,Daily Wage,Default
37.0,16937.0,High,Salary,Paid
39.0,49886.0,Low,Salary,Default
28.0,20860.0,Low,Daily Wage,Default
44.0,35142.0,Medium,Commission,Paid
20.0,35279.0,Medium,Daily Wage,Default
,48106.0,Low,Small Business,Paid
61.0,45908.0,Medium,Small Business,Paid
45.0,24201.0,Medium,Salary,Paid
,47711.0,Low,Daily Wage,Default
38.0,18997.0,Medium,Salary,Paid
64.0,30175.0,Low,Salary,Default
33.0,13225.0,Medium,Small Business,Paid
54.0,45228.0,Medium,Salary,Paid
37.0,33110.0,Medium,Salary,Default
23.0,20754.0,Low,Small Business,Paid
36.0,36655.0,Low,Commission,Paid
22.0,13114.0,High,Salary,Paid
20.0,36502.0,Medium,Small Business,Paid
18.0,30028.0,Medium,Salary,Paid
55.0,27587.0,Medium,Salary,Paid
32.0,45333.0,Medium,Salary,Paid
51.0,13174.0,Low,Salary,Paid
52.0,45398.0,Low,Daily Wage,Default
42.0,45929.0,Low,Salary,Default
41.0,14321.0,Medium,Salary,Paid
29.0,40435.0,Low,Daily Wage,Paid
35.0,17099.0,Low,Daily Wage,Paid
32.0,33760.0,Medium,Small Business,Paid
61.0,21360.0,Low,Salary,Paid
33.0,20313.0,Medium,Daily Wage,Paid
44.0,30462.0,Low,Small Business,Paid
25.0,15801.0,Low,Small Business,Paid
63.0,24130.0,Medium,Salary,Paid
42.0,24271.0,Low,Daily Wage,Paid
34.0,26075.0,High,Pension,Paid
46.0,46919.0,Medium,Small Business,Default
25.0,28984.0,Low,Daily Wage,Default
32.0,32559.0,Low,Daily Wage,Default
44.0,22861.0,Medium,Salary,Paid
63.0,43434.0,Low,Salary,Paid
24.0,26667.0,Low,Daily Wage,Paid
20.0,15840.0,Medium,Salary,Paid
46.0,13565.0,High,Salary,Paid
61.0,30977.0,Medium,Small Business,Default
41.0,31118.0,Medium,Salary,Paid
20.0,32641.0,High,Salary,Paid
37.0,17366.0,Low,Commission,Paid
63.0,36636.0,High,Daily Wage,Paid
32.0,25630.0,Medium,Daily Wage,Paid
42.0,30056.0,Low,Small Business,Paid
47.0,17382.0,High,Daily Wage,Paid
31.0,26149.0,Low,Small Business,Paid
24.0,10992.0,Low,Daily Wage,Default
34.0,16858.0,Medium,Daily Wage,Paid
61.0,12121.0,Medium,Pension,Paid
37.0,37160.0,Low,Salary,Paid
53.0,30906.0,Low,Salary,Default
26.0,29572.0,Medium,Daily Wage,Paid
55.0,14136.0,Medium,Daily Wage,Paid
39.0,26727.0,Medium,Small Business,Paid
19.0,42167.0,High,Salary,Paid
41.0,25479.0,Low,Salary,Paid
25.0,41376.0,Low,Daily Wage,Paid
28.0,14823.0,Medium,Salary,Paid
30.0,14920.0,Medium,Small Business,Paid
34.0,29585.0,Low,Small Business,Paid
25.0,48239.0,Low,Salary,Paid
38.0,27272.0,High,Salary,Default
,36619.0,High,Salary,Paid
47.0,19533.0,Medium,Salary,Paid
35.0,49895.0,Low,Salary,Default
63.0,13720.0,High,Daily Wage,Paid
64.0,29267.0,High,Daily Wage,Paid
48.0,25696.0,Medium,Pension,Paid
55.0,39968.0,High,Daily Wage,Paid
49.0,33345.0,High,Daily Wage,Paid
28.0,35693.0,High,Salary,Paid
62.0,29385.0,High,Salary,Paid
42.0,28122.0,Medium,Salary,Paid
50.0,11364.0,Medium,Salary,Paid
55.0,12708.0,Medium,Commission,Paid
58.0,22982.0,Medium,Salary,Paid
25.0,27308.0,Medium,Small Business,Paid
28.0,42919.0,High,Daily Wage,Paid
39.0,35161.0,Medium,Daily Wage,Paid
41.0,45089.0,Medium,Salary,Paid
58.0,23865.0,Medium,Daily Wage,Paid
34.0,10495.0,Medium,Daily Wage,Paid
29.0,12148.0,Medium,Daily Wage,Paid
63.0,43324.0,Low,Salary,Paid
49.0,23393.0,Medium,Salary,Paid
32.0,11552.0,Low,Small Business,Paid
33.0,45853.0,Low,Daily Wage,Paid
39.0,42924.0,Medium,Salary,Paid
45.0,18926.0,Low,Daily Wage,Default
37.0,40851.0,Low,Salary,Default
50.0,33889.0,Low,Salary,Paid
27.0,49930.0,Low,Salary,Paid
57.0,18055.0,Medium,Small Business,Paid
49.0,14654.0,Medium,Small Business,Paid
50.0,32634.0,High,Salary,Paid
19.0,42363.0,Low,Small Business,Default
50.0,21468.0,Low,Salary,Paid
50.0,42922.0,Low,Small Business,Default
58.0,27380.0,Medium,Salary,Default
30.0,36870.0,Medium,Salary,Paid
47.0,47394.0,High,Salary,Paid
50.0,24259.0,Medium,Daily Wage,Default
30.0,24873.0,Medium,Salary,Paid
43.0,23016.0,Medium,Pension,Paid
39.0,10153.0,High,Salary,Paid
56.0,17853.0,Low,Daily Wage,Default
19.0,22379.0,Low,Salary,Paid
55.0,25792.0,Medium,Small Business,Paid
56.0,48367.0,Medium,Commission,Paid
43.0,28100.0,High,Salary,Paid
63.0,21049.0,Medium,Small Business,Paid
32.0,10786.0,Low,Small Business,Paid
51.0,14368.0,High,Daily Wage,Paid
,40699.0,High,Small Business,Paid
61.0,47040.0,Low,Daily Wage,Default
57.0,37454.0,High,Salary,Paid
28.0,48762.0,Low,Salary,Default
20.0,33600.0,Low,Salary,Paid
23.0,39238.0,High,Salary,Paid
26.0,35241.0,Medium,Salary,Paid
23.0,29810.0,Low,Small Business,Paid
26.0,30167.0,Low,Small Business,Default
,31811.0,Medium,Small Business,Paid
48.0,49779.0,Low,Salary,Default
49.0,30085.0,Medium,Daily Wage,Paid
58.0,19261.0,Medium,Salary,Paid
29.0,28733.0,Low,Small Business,Default
25.0,49779.0,Medium,Daily Wage,Paid
25.0,39079.0,High,Commission,Paid
45.0,43980.0,Medium,Small Business,Paid
37.0,24141.0,Low,Salary,Paid
64.0,19344.0,Low,Salary,Paid
24.0,49472.0,Medium,Salary,Paid
28.0,25896.0,High,Salary,Paid
37.0,33817.0,Low,Salary,Paid
33.0,39813.0,Low,Small Business,Default
21.0,28895.0,Medium,Salary,Paid
23.0,10143.0,Medium,Small Business,Paid
39.0,20681.0,Low,Small Business,Paid
43.0,17367.0,High,Daily Wage,Paid
20.0,13228.0,Low,Daily Wage,Paid
58.0,14582.0,Medium,Small Business,Paid
59.0,23147.0,Medium,Daily Wage,Paid
31.0,21397.0,Medium,Salary,Paid
28.0,48799.0,Low,Salary,Default
35.0,47011.0,Medium,Daily Wage,Paid
29.0,23647.0,Low,Daily Wage,Paid
40.0,37718.0,Low,Small Business,Paid
29.0,29097.0,Medium,Salary,Paid
30.0,46953.0,Medium,Salary,Paid
42.0,27107.0,Low,Pension,Default
62.0,13010.0,Low,Daily Wage,Paid
36.0,15555.0,High,Daily Wage,Paid
63.0,10067.0,High,Small Business,Paid
53.0,38412.0,Low,Small Business,Paid
62.0,44305.0,Medium,Salary,Paid
25.0,21549.0,Medium,Commission,Paid
46.0,15680.0,Medium,Pension,Paid
49.0,35739.0,High,Daily Wage,Paid
61.0,31209.0,Low,Daily Wage,Default
35.0,32432.0,Medium,Small Business,Paid
23.0,25116.0,Medium,Daily Wage,Paid
35.0,30045.0,Medium,Daily Wage,Paid
36.0,36327.0,Medium,Small Business,Paid
39.0,45709.0,High,Salary,Default
54.0,36905.0,Low,Salary,Paid
49.0,17067.0,Low,Daily Wage,Paid
58.0,42559.0,Low,Salary,Paid
20.0,27985.0,High,Salary,Paid
45.0,37369.0,Medium,Daily Wage,Paid
27.0,27864.0,Medium,Daily Wage,Paid
52.0,32614.0,Low,Salary,Paid
46.0,25613.0,High,Pension,Paid
32.0,16447.0,High,Pension,Paid
50.0,15499.0,Medium,Daily Wage,Default
24.0,49041.0,Low,Salary,Default
29.0,41315.0,Low,Small Business,Paid
47.0,11299.0,Medium,Small Business,Paid
38.0,49469.0,Medium,Salary,Default
48.0,14994.0,Low,Daily Wage,Paid
41.0,39878.0,Medium,Small Business,Paid
37.0,25627.0,Low,Daily Wage,Paid
54.0,17489.0,Medium,Daily Wage,Paid
21.0,36111.0,Medium,Salary,Paid
45.0,42355.0,Low,Commission,Paid
61.0,18269.0,Medium,Daily Wage,Default
37.0,12831.0,Low,Salary,Default
41.0,21819.0,Low,Daily Wage,Paid
49.0,34813.0,High,Small Business,Paid
58.0,31637.0,Low,Salary,Default
53.0,11996.0,Low,Daily Wage,Default
51.0,13089.0,Low,Daily Wage,Default
53.0,43291.0,Low,Salary,Paid
19.0,30659.0,Low,Daily Wage,Paid
32.0,40429.0,Low,Daily Wage,Default
51.0,25732.0,Medium,Salary,Paid
53.0,29506.0,Low,Salary,Paid
23.0,15190.0,Medium,Salary,Paid
56.0,14575.0,Low,Daily Wage,Paid
59.0,44565.0,Low,Salary,Paid
29.0,44899.0,Low,Salary,Paid
20.0,33706.0,High,Daily Wage,Paid
62.0,32884.0,Medium,Salary,Default
35.0,27199.0,Medium,Daily Wage,Paid
57.0,49434.0,Low,Small Business,Default
38.0,22479.0,High,Salary,Paid
32.0,44178.0,Low,Salary,Default
,22665.0,Low,Daily Wage,Paid
52.0,10534.0,Medium,Daily Wage,Paid
43.0,36292.0,Low,Salary,Paid
25.0,46132.0,High,Salary,Paid
53.0,46110.0,Low,Daily Wage,Paid
47.0,32469.0,High,Daily Wage,Paid
40.0,47268.0,Medium,Daily Wage,Paid
